sentences	score
"The first thing to understand about the universe is that no condition is "" good "" or "" bad . "" It just is . So stop making value judgments ."	1
The gift of creative energy allows you to form your own reality and create your experience with your thoughts .	1
"The greatest challenge as human beings is to Be Here Now . Be in the moment . Remember , you sent your Self this moment as a gift ."	0
"The greatest help you can give a person is to wake them up , remind them of Who They Really Are ."	0
"The greatest tool you will ever have with which to create not only a new spirituality , but a whole new world , is your own life , lived ."	0
The guidance you are getting is to follow your heart . Listen to your Soul . Hear your Self .	1
The Highest Choice is not always the choice which seems to serve another .	0
"The highest spiritual truth is that We Are All One , and the lowest human impulse is to separate ourselves into groups of Us and Them ."	0
"The Holy Experience is about joy , plain and simple . It is about the joy of being . Being what ? Whatever you imagine ."	1
The human race will change . The only questions is whether the course will change as a result of coercion or cooperation .	1
"The human soul is an aspect of Divinity , and is , therefore , the essence of Freedom at its basis ."	1
The idea of Superiority is the most seductive idea ever visited upon the human race . It can turn the heart to stone in an instant .	1
The inability to experience the suffering of another as one's own is what allows such suffering to continue . Separation breeds indifference .	0
"The individuation of the Essential Essence that you have come to call “ you ” is made up of body , mind , and soul ."	1
"The mind analyses & remembers , the body experiences & feels , the soul observes & knows ."	0
"The mind is a tool , a mechanism , and the soul provides the fuel for that mechanism ."	0
The mind was designed to analyze a limited amount of data . It was not intended to comprehend all of it at once . That is the job of the soul .	0
"The mission of the individual soul is to know itself as it truly is , in its own experience ."	1
The moment we cease holding onto our “ story ” … . our struggles disappear .	0
"The more that you act on your intuition fearlessly , the more your intuition will serve you ."	0
"The more we become , the more we are capable of becoming , and the more we are capable of becoming , the more we become ."	1
The most basic tenet of spirituality is that All Things Are Part of Life .	0
The most joyous part of Who You Really Are is the part that knows you are One with everything and everyone .	1
"The New Age will not and cannot be created without you . You must choose , and choose now , what you will be and what you will do ."	0
"The next time you are confronted with a problem , express gratitude not only for the solution , but the problem itself ."	1
The only peace in all the world that is sustaining is Internal Peace . Let each person find peace within .	1
The only True Mission is the mission of the individual soul . Every other mission is an extension of that .	0
The Path of the Soul does not require or include suffering .	0
"The perfection of every moment may not be apparent to you , yet that will make the moment no less perfect ."	0
"The perfection of every moment may not be apparent to you , yet that will make the moment no less perfect . It will be no less than a gift ."	1
"The point of life is to create who and what you are , and then to experience that ."	1
"The potential of tomorrow stretches as far as our vision can carry us…and way , way beyond ."	0
The process called life is a process of re-creation . All of life is constantly re-creating itself anew in each moment of now .	0
"The process of creation & recreation is ongoing , never ending & multi-layered . Bless the process , the greatest gift from the Creator ."	0
"The process of life is what it is . Trust is not necessary , merely knowing ."	1
"The process of Life is , in fact , change . Reduced to one word , life is change . Your life has demonstrated this to you ."	0
"The process of shifting consciousness , increasing spiritual awareness , of an entire planet , is a slow process . It takes time & patience ."	0
"The pure scientist understands that a "" failed "" experiment has not "" failed "" at all but pointed the way to success ."	0
The quality of your life will depend upon the degree to which you control or create the changes which will affect it .	0
"The secret of life is not to have everything you want , but to want everything you have ."	0
The soul is being love . It is being compassion . It is being forgiveness . It is being wisdom .	1
"The soul is everywhere in , through , and around you . It is that which contains you ."	1
The soul knows what the mind cannot comprehend .	0
The soul speaks to you in feelings . Listen to your feelings . Follow your feelings . Honor your feelings .	1
"The time has come for you to look at things in a new way . This is the moment of your rebirth , as an individual and a society ."	0
"The trick in life is not to try to avoid change , but to create change ."	1
"The trick to making the journey a joy is to understand what is actually happening , to understand the nature of ultimate reality ."	1
"The universe is conspiring in your favor , bringing you all of the perfect people and situations to answer life's only question : Who am I ."	0
"The way to get to your soul is not to stop thinking , but rather , to start thinking of what your soul is knowing at any particular moment ."	1
"The way to live without fear is to know that every outcome in life is perfect , including the outcome you fear most , which is death ."	0
The way to live without fear is to know that every outcome in life is perfect .	1
The whole realm in which you live and breathe and have your being is Heaven . It is the place where you will be always .	1
The world around you is exactly what you've had in mind . What you have carried in your mind about the world is what you will see .	1
"The world is an abundant place . Abundant with opportunity , abundant with good fortune , abundant with ideas , and abundant with love ."	1
The world of Duality Thinking says that there is US and THEM . In the world of Non-Duality Thinking there is only US and US .	1
"The world waits to hear your message for its salvation . That message is your life , lived ."	0
"The yin and yang , the here and the there , the up and the down , the hot and the cold…All of it is necessary for you to experience life as you know it ."	1
"The young people are destroying your way of life . Your job is to encourage it , not discourage it ."	0
"There are incredible examples of how laughter heals . If you carry joy in your heart , you can heal any moment ."	0
"There are no coincidences in the universe , only convergences of Will , Intent , and Experience ."	0
There can be no such thing as Superiority when We Are All One . A thing cannot be superior to itself .	1
"There can be no such thing as Superiority when We Are All One . When you understand this , you begin treating each other in a new way ."	1
There is a light which cannot ever be extinguished . It is inside of you . It is you .	0
"There is a solution to all of this--and it is around the next corner . A few years from now , you will wonder why you worried so much ."	0
"There is always something to celebrate , so long as life is being lived . Seeing your cup as half full is the key to enduring happiness ."	1
There is another way . But we will not find that way by searching for it . We will only find it be creating it .	1
"There is enough to go around . Lack of the will to share is the problem , not lack of the stuff to share ."	1
"There is no 'right way' to do anything , there is only the way you are doing it ."	1
"There is no "" death . "" Life goes on forever & ever . Life Is . You simply change form ."	0
"There is no moment but this moment . "" Now "" is all there is - the Eternal Moment of Now ."	1
There is no need to punish yourself . Simply notice what you've been choosing and choose again .	1
"There is no offense you could ever commit that can rob you of your magnificence , or of the wonder of who you are ."	0
"There is no separation of anything , from anything . There is only Unity . There is only Oneness ."	0
"There is no such thing as "" getting to heaven . "" There is only knowing that you are already here ."	0
"There is no such thing as "" wrong "" . There is only that which does not serve you , does not speak the truth about Who You Are ."	0
"There is no such thing as an incorrect path - for on this journey you cannot "" not get "" where you are going ."	0
"There is no such thing as failure . There is only success , manifesting in its many aspects . Always remember . You never fail to succeed ."	1
"There is no such thing as Judgment Day . None , except that which you inflict upon yourself ."	1
There is no such thing as Reality ; there is only the reality you create by the way you are looking at something .	0
There is no time that you are ever alone . The very nature of the soul is unity and Oneness with All That Is .	0
There is nothing in the Universe that is separate from anything else . Nothing .	0
"There is nothing that happens in life that is not for our benefit , nor can there be , for it would not be happening ."	0
There is nothing that you need to be perfectly happy . You only think there is . The most perfect happiness will be found within .	0
"There is nothing to be but One . When you are being One , you realize that there is no other ."	1
"There is only one emotion , one energy , in the Universe ; the energy , the emotion we call Love ."	1
"There is only one emotion . That emotion is Love , expressed in a thousand different ways ."	1
"There is only one place where love can be experienced truly , & that is in the human soul . Because the human soul is love ."	1
"There is only one place where love can be experienced truly , and that is in the soul . Because the soul Is Love ."	0
"There is only one purpose for all of life , and that is for you to experience the fullest glory of Who You Really Are ."	0
"There is only one sacred promise , and that is to tell and live your truth ."	0
There is perfection in everything . Strive to see the perfection . Need nothing . Desire everything . Choose what shows up .	1
There should be only one consideration when making any decision - Is this a statement of Who I Am ?	1
"There will be more than one moment of awakening in your life . Indeed , your life has been created to bring you such moments ."	1
There's nothing to be afraid of in our future if we will all play our role in creating it .	0
There’s a place in life for us to enjoy ourselves .	0
"This is about simply not hiding your personal choices , but presenting yourself authentically to the world with regard to both your struggles and your progress as you seek to fully awaken ."	0
"This is an extraordinary world we live in , but if we are not careful , we are going to destroy it ."	0
"This is difficult to hear , but I tell you this : There is perfection in everything . Strive to see the perfection ."	1
"This is the eternal moment , the time of your new deciding . The world awaits you , and your decision ."	1
"This is the journey on which you embarked many centuries and many lifetimes ago . This journey has brought you here , to this time and place ."	0
"This is the world that you have been waiting to create , and which you have been meant to experience , from the beginning of time ."	1
"This life , this wonderful life , is on your side . This universe , this wonderful universe , is in your corner , supporting all of life ."	1
"Thought . Word . Deed . These creative energies have the power to produce our reality , which we may call an experience ."	1
"Thoughts are not feelings , they are ideas of how you "" should "" feel . When thoughts and feelings get confused , truth becomes clouded , lost ."	0
"Through the experience of the Body , Mind , & Soul reaching Completion of The Sacred Journey , The Totality of you can fulfill The Divine Purpose ."	0
Throw all negative thoughts out of your mental constructions . Lose all pessimism . Release all doubts .	0
"Time is actually your greatest gift . It is better than money . Therefore , invest it wisely ."	0
"To give someone back to themselves all you have to do is look for the best in that person , then show it to them right then and there ."	0
"To live your life without expectation , without the need for specific results , that is freedom ."	0
"To stop hiding out from each other , of course , we must stop hiding from ourselves ."	1
"Transformation is an instant-moment thing , available to us in any and every second . Life starts anew when you say it does ."	1
Treat everything and everyone as if it was perfectly tuned to everything and perfectly timed for your soul's agenda .	1
"Trust means not having to have a particular result , but rather , knowing that whatever results is for our highest good ."	0
Trust that your inner goodness will rule this moment .	1
Trust the still small voice within . Your soul is gently leading you to your next step .	1
"Try not to get caught up in your story of the moment . Look , rather , to the Long Story . Therein will be found your peace ."	1
"Try to do everything wonderful at least once . You'll never get it done all in one lifetime , but don't let that stop you . Try ."	1
"Unity is the truth of your being . There is no separation of anything , from anything . There is only Oneness ."	1
"Unless you get a little humor in your life , none of it is going to make any sense . Laugher is the best medicine . Joy is good for the soul ."	1
"Until you decide what something means , it has no meaning at all . You determine what something means ."	0
Use your Now Moment for the Highest Purpose - the creation and expression of Who You Really Are .	0
Watch carefully your motivation for doing anything . Is there a way to experience that without disempowering another ?	0
Watch carefully your motivation for doing anything . Monitor closely what aspect of your being you are experiencing .	1
"Watch . Listen . Before the end of this day , you will have a chance to be Divine ."	1
"We are advancing in our spiritual growth . Yes , we are . In steps painful and slow , but in forward steps nonetheless ."	1
"We are all in this Moment of Change together . The work we are invited to do is our work , not just your work or mine ."	1
"We Are All One . Embrace this notion , make this the operating principle , and watch us create Heaven on Earth in one generation ."	0
We Are All One . Everything else in Life is a reflection of this message . Everything else sends it .	1
"We are All One . Everything We are doing , We are doing in concert with each other . Our reality is a co-created reality ."	1
"We are all One . Move through your life as if everyone , and indeed , everything , is an extension of you ."	1
We Are All One . This is the only message that matters . It is the only message that there is .	0
We are here to experience any aspect of Divinity that we wish . That is what makes this a paradise .	1
We are not required to express what the moment was designed to allow us to express ; we simply have an opportunity to do so .	0
"We are Singular Expressions of The Singularity , Essential Elements of the Essence of Life Itself ."	0
"We are something other than the body , other than the mind , and yes , other than the soul . We are all three combined ."	0
"We can appear to have come apart , but we have all simply become a part . Our intrinsic Unity is experienced once again when we re-member ."	0
"We declare the truth of our being : We are all One . And with that as our New Cultural Story , we can bring an end to Separation Theology ."	0
"We must care for each other . First and foremost , we must care for each other ."	1
We must come to understand that all of life is One .	0
We must come to understand that all of life is One . Life is an expression of Oneness itself .	1
"We need to seek alternative ways of being and living together . Clearly , the way we are now doing it isn't working ."	0
"We see ourselves as the victim , rather than the creator , of our present situation . This is why our world is so difficult to change ."	1
"We should be listening to the soul being , not the human being . And to the connection that our soul makes with the One Soul there is ."	1
"We who are alive in the extraordinary time are witnessing a revolution in humanity's consciousness . In fact , we are creating it ."	1
What are you being right now ? What you are feeling is what you are being . Feeling is the language of the soul .	1
What aspect of Divinity are you demonstrating—to yourself and through yourself—when you’re taking care of those you love ?	1
"What do I want to make of this life , and of my Sacred Self in relationship to it ? That is what life gives me an opportunity to decide ."	0
What do you think would happen tomorrow if everyone on the planet operated from the simple truth that there is enough .	1
"What does it mean to be fully loving ? It means to be fully present , in every single moment . To be fully aware ."	0
"What goes around , comes around . In other words , that what you give to another is what you give to your Self ."	0
What is done to or for one is done to or for all - because we are all One .	1
"What is happening is happening , but how you are experiencing what is happening is something You are making up ."	0
"What is happening now is but one byte of Data , compared to the megabytes of Data your Mind holds about similar prior events ."	0
"What is is what is supposed to be , or it would not be . The rest is just you , arguing with life ."	0
What is it time for now ? That is the question . You will place into being what you are being .	0
"What is needed now is joint action , combined effort , collective co-creation ."	0
"What must happen in our world for our world to heal itself ? We must care for each other . First and foremost , we must care for each other ."	1
What the soul is after is the highest feeling of love you can imagine . This is the soul's desire . This is its purpose .	1
"What the world needs is not a change of circumstance , but a change of consciousness ."	0
"What we do for another we do for ourselves , and what we fail to do for another we fail to do for ourselves ."	0
"What will YOU do to help re-write the Cultural Story of Humanity ? And what , specifically , shall our New Story BE ?"	0
"What will you invest your time in today ? What will be your return ? It is "" time "" to use your time more wisely ?"	0
"What would love do now ? No other question is relevant , no other question is meaningful , no other question has any importance to your soul ."	0
What would love do now ? This is a marvelous question . It washes away all doubt . It bathes the mind with the wisdom of the soul .	1
"What would love do now ? When you ask this question , you will know instantly what to do ."	0
"What you are trying to find is your self . If you do not go within , you go without . What you are looking for can only be found within ."	1
"What you bring to another , you bring to the Self , for there is no other in ultimate reality ."	0
"What you call heaven is a state of being . It is the experience of Oneness , the ecstasy of reunification with All That Is ."	0
What you deny you declare . What you declare you create . Begin with admitting & accepting what is .	0
"What you do for another , you do for yourself ; what you fail to do for another , you fail to do for yourself ."	0
"What you do for your Self , you do for another . This is because you and the other are one ."	0
"What you give to others , you give to yourself . Equally , what you fail to give to others , you fail to give to yourself ."	1
What you have carried in your mind about the world is what you will see around the world .	1
"What you resist , persists . That is because , by your continued attention to it in a negative way , you continue to place it there ."	0
"What you think , you create . What you become , you express . What you express you experience . What you experience you are ."	1
"Whatever it is that is now presenting itself as part of your creation , own it , claim it , bless it , be thankful for it ."	1
"Whatever you choose for yourself , give to another . And what you see in another , you can begin to see in yourself ."	1
"When a change occurs in your life it is because something in your life was not working , and you sought to change that ."	1
"When a particular thing is happening to you , don't ask yourself why it is happening . Choose why it is happening ."	0
"When change visits your life , you can be sure that things are turning for the better . If you have faith , you will see that this is true ."	0
"When everything that happens is okay with you , you set up an energy field of harmony with the universe that attracts more harmony ."	0
"When gratitude replaces judgment , peace spreads throughout your body , gentleness embraces your soul , wisdom fills the mind ."	0
When life is 'falling apart' things could actually be falling together . . . maybe for the first time .	0
"When Metaphysical Essence becomes Physical Expression , Experience and Awareness become One , and The Totality of You has achieved Completion ."	1
"When something unwanted happens , ask yourself , "" If I could give that a reason for happening , what would it be ? """	0
"When was the last time you explored your reason for living , your vision about yourself . Have you done it ever ?"	0
"When was the last time you felt your soul being expressed ? When was the last time you cried with joy , wrote poetry , made music ?"	0
When was the last time you paid attention to your soul ?	0
"When was the last time you sat alone with the silence , traveling to the deepest part of your being ?"	0
"When we are grateful for the situation previously thought stressful , that gratitude turns stress into celebration & can produce remarkably different results , both internally in the way we are experiencing life , as well as externally in the way that life itself is expressing ."	0
"When we become too virtuous , when we think ourselves to be oh so right , we become dangerous to ourselves and others ."	0
"When we peer deeply into each moment , we can see what that moment was designed to allow us to express ."	1
"When we see that life is the expression of Oneness , it is the start of a new creation ."	0
"When what you call "" failure "" visits your life , embrace it lovingly , do not condemn it and make it wrong ."	0
"When you allow yourself to experience that there is enough , extraordinary changes occur in the way you live your life ."	0
"When you bring an end to judgment , you bring an end to an entire way of living . This is a life changing shift in attitude . This is a miracle ."	0
"When you change your perception , you change your thought , and your thought creates your reality ."	0
"When you connect with somebody else , you connect with yourself . Connecting with another pulls you out of your ongoing internal dialogue ."	1
"When you find peace within , you also find that you can do without , no longer needing the things of your outside world ."	0
"When you give something to another with purity of heart - because you see that they want it , need it , and should have it - then you will discover that you have it to give . And that is a grand discovery ."	1
"When you give your children wisdom , you do not tell them what to know , but rather , how to get to their own truth ."	0
"When you give your children wisdom , you do not tell them what to know , or what is true , but , rather , how to get to their own truth ."	0
"When you have an unconditional love of Life , then you love Life just the way it is showing up , right here , right now ."	1
"When you know that everything happens for the best , then everything that happens is okay with you ."	1
"When you know that there is enough , you stop competing for love , or money , or power , or whatever you felt there was not enough of ."	1
"When you love someone , you grant them total freedom to be who they are , for this is the greatest gift you could give them , and love always gives the greatest gift ."	1
"When you see the utter perfection in everything , not just the things with which you agree - you achieve mastery ."	0
"When you spend your time trying to figure out what's "" best "" for you , you are doing just that : spending your time ."	1
"When you understand that all change happens in order to sustain harmony in the universe , then you change your thought about what is occurring ."	0
"When you understand that you are your soul , then you will experience Life as an expression of the soul ."	0
"When you want for the whole world what you want for yourself - peace , joy , abundance - You multiply the energy you send out ."	1
"Where there is hatred , sow love ; where there is despair , hope ; where there is darkness , light ."	0
Who am I and who do I choose to be ? That is what life gives me an opportunity to decide .	1
"Who do I now choose to be ? This is the only question that matters , and this is what your soul is using your life to decide , every moment ."	1
"Who do you think you are , anyway ? Of this I can assure you : who you think you are is exactly who you will wind up being ."	1
Who you are and how you are affects the world to a much larger degree than you might imagine .	1
"Who you think you are is exactly who you will wind up being . You are your own thoughts about yourself , manifest ."	0
Wisdom which comes from within is not nearly so easily discarded as wisdom which comes from another .	1
"Yesterday was Yesterday , and it has nothing to do with Today . You are not who you were Yesterday . Each moment is the Moment of Creation ."	0
"You alone , get to choose what matters . The meaning of everything is the meaning you give it ."	1
"You always have a relationship with everyone . The question is , what kind of relationship do you have ?"	1
"You are doing something very sacred here during your life . You are defining yourself , then recreating yourself in each moment of Now ."	0
"You are a big creation machine , and you are turning out a new manifestation literally as fast as you can think ."	0
"You are a helper in time of need , a comforter in time of sorrow , a teacher in times of confusion . You are the greatest peace and grandest love ."	0
"You are a human being , making mistakes , trying to find your way back home . Love each other , and love yourself ."	1
You are a messenger and a creator . The Holy Moment is when you understand this . The Holy Experience is when you become it .	1
"You are constantly forming and reforming yourself , shaping and reshaping yourself , creating and re-creating yourself anew ."	0
You are doing something very sacred here during your life upon the earth . You are defining yourself in each golden moment of Now .	1
"You are free to announce and declare Who You Are in every moment of Now . You are doing so , without even knowing it ."	1
You are goodness and mercy and compassion and understanding . Choose now to know yourself as these things always .	0
"You are goodness , mercy , compassion and understanding . You are peace , joy , and light . Choose to know yourself as these things always ."	0
"You are here at this time and this place because you wish to be . If you did not so wish , it would not be ."	0
"You are here because you wish to be . If you did not so wish , it would not so be ."	0
"You are here to "" be "" something , not "" do "" something . The soul cares only about what you're being ."	0
You are invited to change the whole of human experience . The human revolution begins with you .	1
You are invited to live in the moment . Create your Self anew in the present moment .	0
You are never who you were in the last moment . You are continually creating yourself from the field of infinite possibilities .	0
"You are never who you were in the last moment . You are , in every moment , born again . And so is everyone else ."	0
"You are not your body , your mind , and you are not your soul . You are far bigger than any of them , and all of them put together ."	0
"You are One with everything . When you are clear about this , your definition of self-interest will change ."	1
"You are sending off energy - emitting energy - right now , from the center of your being in all directions . The energy leaves you , moves through walls , over mountains , past the moon , and into Forever . It never , ever stops ."	1
You are the angel for whom someone is waiting today .	0
You are the caller and the called . The creator and the created . The beginning and the end . The alpha and the omega .	0
You are what you experience . You experience what you express . You express what you have to express . You have what you grant yourself .	1
You are without needs . There is nothing that you need in order to be perfectly happy . You only think that there is .	1
"You are witnessing all around you in the outer world the expression of Divinity , but that is not the same as the experience of Divinity ."	1
You are your own rule-maker . For you are the one who has decided Who and What You Really Are - and Who You Want to Be .	1
"You are , always and forever , in the moment of pure creation . So create who & what you are , and then experience that ."	1
"You are , always and forever , in the moment of pure creation . The point of life is therefore to create ."	1
"You are , truly , your brother's keeper . When you understand this , all the misery , sorrow , and pain of the human existence will disappear ."	0
You begin on the road to your own glory when you begin on the road to your own truth .	1
"You can create who you are , rather than re-enact who you once were . Life is a process of creation ."	0
"You can either do something to "" be happy , "" or a you can simply decide to "" be happy , "" and what you do will automatically reflect that ."	0
You can go through one entire lifetime reacting the same way to the same kinds of events . Many people do . Most people do .	0
You can often understand a person's feelings a lot faster than you can understand their words .	0
You can resolve this night to change your entire life…or any aspect of your self and your experience that you choose .	0
You cannot experience what you are except in the presence of What You Are Not .	1
You cannot heal a wound without examining it . You cannot solve a problem if you cannot talk about it .	0
You cannot make a long-term change in behaviors without addressing the beliefs that underlie them .	1
"You consist of body , mind , and spirit . You could also call these the physical , non-physical , and the meta-physical . This is the Holy Trinity ."	1
"You decide , and you alone decide , what something means to you , and how you are going to respond to it ."	0
"You determine what something means ! You give it its meaning . Until you decide what something means , it has no meaning at all ."	0
You do not have to come from worry or anxiety or negativity or any less than a joyful vision of your future .	0
You do not have to expand or grow or evolve at any particular rate .	0
"You do not live each day to discover what it holds for you , but to create it ."	1
You have a soul . You are much more than a body with a mind . And “ life ” for you extends far beyond the limits of your present incarnation .	0
"You have always been , are now , and always will be . There has never been a time when you were not - nor will there ever be such a time ."	1
"You have called every person , place , and event of your life to you . They are there to create the perfect opportunity to know yourself ."	1
"You have come here - to physical form , to this place called Earth , at this critical time in history - to participate in the evolution of our species ."	1
"You have not come here to be saved , but to save others . That is why it is important to heal every false thought you have about yourself ."	1
"You have six senses , not five . They are your sense of smell , taste , touch , sight , hearing , and…knowing ."	1
"You have the ability to create your own experience of life , and thus , your own reality . Perspective is everything ."	0
You have two voices with which to speak : your Mind Voice and your Soul Voice . Which voice you listen to determines which voice you speak with .	1
"You live in a world of magnificent abundance . It is in sharing the most , not in gathering the most , that the most is received ."	0
"You may ask yourself , why even start off on a path of self-definition . The answer is ridiculously simple . There is nothing else to do ."	0
You must be good to yourself if you are ever going to be any good for others .	0
You must first know your Self to be holy before you can acknowledge holiness in another .	1
"You must learn to honor and cherish and love your Self . Your first relationship , therefore , must be with your Self ."	0
You see beauty where you desire to see it . You see ugliness where you are afraid to see beauty .	1
"You soul knows everything - past , present and future . It knows Who You Are , and Who You Seek to Be ."	1
You think your life is about you . Your life is not about you . It is about everyone in the world .	0
"You will never stop the process of growing and getting . You cannot grow too big , you cannot grow too fast , you cannot grow too much ."	0
"You will not grow through guilt , but only shrivel & die . Awareness is what you seek ."	1
"You , and you alone , decide what anything means to you . Your feelings are what you want them to be ."	0
"You , and you alone , decide what something means to you ."	0
"You , and you alone , get to determine whether you are going to react positively about something , or negatively- or have no reaction at all ."	0
"Your body is an energy package . So is your mind . Likewise , your soul . In short , you are a spiritual being having a physical experience ."	1
Your consciousness can be dramatically expanded over a relatively short period of time with true dedication to meditation .	1
"Your deepest , most perfect happiness will be found within , & once you find it , nothing exterior to your Self can destroy it ."	1
Your emotions are entirely under your control . Your feelings are what you want them to be .	0
"Your every thought , your every word , your every action is a statement to the Universe : This is Who I Am ."	1
"Your feelings are what you want them to be . You , and you alone , decide what anything means to you ."	0
"Your feelings are your response to what you are being , but your being is not a response to anything . It is a choice ."	0
"Your feelings are your truth . When thoughts and feelings get confused , truth becomes clouded , lost ."	1
Your feelings never lie . They do not know how to . They tell you exactly what you are being in any moment .	1
"Your job on Earth is not to learn , but to remember Who You Are . It is your sole purpose . That is , your soul purpose ."	1
"Your kindness has been observed -- and , more than observed , deeply appreciated -- by another ."	0
"Your life is about much more than you have ever dreamt . It is about deciding , creating , expressing , and experiencing Who You Really Are ."	1
Your life is always a result of your thoughts about it . Your life proceeds out of your intentions for it .	1
"Your mind is filled with old thoughts , mostly someone else's old thoughts . It's time now to change your mind about some things ."	0
"Your moment of awakening can come to you at any time , and through any person . Therefore , honor all times and all people ."	0
"Your only reality is This Moment , right here , right now . Peace is found in such awareness ."	1
Your own experience teaches you one thing - that loving everyone full out is the most joyful thing you can do .	0
Your perspective about a thing is what creates your idea about it .	0
Your perspective creates your perception .	1
"Your soul is now living in the Realm of the Relative , & is on a journey home . When it returns home , it joins once again with the Rest of Itself ."	1
"Your soul is the individuation of the Divine Spirit , which is All There Is ."	1
Your soul is who you are . Your body and your mind are what you use to experience who you are in the Realm of the Relative .	1
Your soul knows all there is to know all the time . There is nothing hidden to it . Yet knowing is not enough . The soul seeks to experience .	1
"Your soul knows everything - past , present & future . It knows Who You Are , & Who You Seek to Be ."	0
"Your soul talks through your body , which gives you a here-and-now experience of your truth ."	0
"Your Soul , which is a collection of such particles , does have an intention . Your soul is the local presence of the Divine Intention , which is to express Divinity in every moment as each sentient being defines it ."	1
Your thoughts create your emotions . We’ve now firmly established that . This means that you are creating your emotions .	1
Your thoughts create your reality . Your mind is more powerful than you know .	0
"Your whole life is a message . Every act is an act of self-definition . Everything you think , say and do sends a message about you ."	0
"Your world is shouting out to you , revealing something intrinsically glorious about itself . Listen carefully . Don't let all this go unnoticed ."	0
"Your world is your greatest gift , a wonder for you to behold , a treasure for you to enjoy ."	0
"Your world will follow your idea about yourself . First comes your thought about yourself , then follows the outer world ."	1
Make giving compliments your specialty .	0
Be grateful for your friends .	0
Be grateful for every single thing .	0
Realise the power within you and feel it in every cell .	0
Remember you are magnificent… truly magnificent .	0
Remember you are never alone .	0
"Appreciate this moment . When you do , your future will be full of magnificent moments ."	0
Praise all things wherever you go . Praise ! Praise ! Praise !	0
Look for the good in everyone . Focus on the good and you will bring it to you .	0
Remember how precious you are .	0
"Live in the moment - not in the past , not in the future , live in this moment !"	0
"When you know that all is well no matter what , you are finally free from any notion of negativity , and your presence will soothe others tremendously in their suffering ."	0
"No matter how things appear in the world , all is always , always well ."	0
"You can’t acquire happiness , you can only BE it . If you are happy , you are being your true Self ."	1
"You can be happy in this very moment , no matter what is going on around you . Happiness is not something you have to look for or wait for . It is already within you ."	0
"We don’t have to do anything to be happy . Instead , we need to stop doing what we’re doing that’s making us unhappy ."	0
"Your thoughts determine how you’re feeling , so if you’re not happy it's because you’re thinking about something you don’t want ."	1
There’s nothing better for your life circumstances than you feeling happy . The happier you are the more effortless is your life .	1
You are happiness . It is your true nature ! Happiness – a never-ending wellspring of happiness - is here right now inside you !	0
Allow yourself to be happy . Allow yourself to be the happiness that you really are . Happiness is here right now .	0
"You can be happy in this very moment , no matter what is going on around you . Happiness is not something you have to look for or wait for , because it’s here with you right now ."	1
"We don’t have to do anything to be happy . Instead , we need to stop doing what we’re doing that’s making us unhappy !"	0
"If you can stop resisting what is happening in your life and the world , then blissful happiness is yours . Blissful happiness is what you are already . It is not something that only a select few can experience – it is you , and everyone else !"	1
"If our natural state is happiness , then imagine the enormous amount of energy it takes to be unhappy ."	0
"Standing between you and the true happiness that you really are is one thought . Whether it’s a sad thought , a fearful thought , an angry thought or a frustrated thought , that one thought has unhappiness descending upon you like a blanket , covering the happiness that you truly are ."	0
Your happiness is within you . No one can give it to you .	1
"Lasting happiness is not a fantasy . It is the truth of your very being , and it is your very nature ."	0
Imagine it . Billions of people over many thousands of years have been desperately searching for happiness every day of their lives . Searching for it as if it could be found in all kinds of worldly places . And all along there’s only one place where it can be found – within us .	0
You are not a person who is happy - you are happiness itself .	1
"You are happiness . It is your true nature ! It is not something that will happen once you’ve received something you want , when you feel better , get through something challenging , or reach a particular goal . A never-ending wellspring of happiness is here right now inside you !"	1
"We don’t realize that it’s our beliefs that make our life so heavy , and make us feel older and more frail , and that it’s our beliefs that hold us back from having the life we deserve ."	0
"When we give our attention to a problem , we energize the problem and it gets bigger . When we shift our attention away from the problem , the problem disappears because all the energy has been removed from it ."	1
"Somebody once said problems are like an unwelcome guest ; if you don’t give a guest any attention , they will leave !"	0
"Once you have taken your attention off any problem then you can use your mind to create what you want , by focusing your mind and your thoughts on what you want ."	0
"When you are happy , there are barely any problems in my life . That’s because from the place of happiness problems either don’t appear , or they’re so small that they don’t have the ability to disturb my happiness ."	1
"When you are free from negative feelings , you will finally live your life in your natural state of sheer joy and happiness – a life more spectacular than anything you have lived up until now ."	1
"Happiness is your natural state , so if you don’t feel happy right now , then you have a negative feeling that is stopping that happiness from being present within you ."	1
"Don’t expect people , circumstances , and events to change for you to feel better . To change how you feel in any given moment is always an inside job ."	0
"Question every negative feeling with : “ Am I that , or am I the one that is aware of it ? ”"	1
"When you are happy , life will go your way . There’s nothing better for your life circumstances than you feeling happy . When you are happy , problems tend to solve themselves , and things fall into place easily , without any effort from you ."	1
"Positive and good feelings are a result of saying , “ Yes , ” to what is happening in life . Negative feelings are a result of thinking or saying , “ No ! ” about what is happening in life ."	1
"Feeling good is your true nature . Whenever you feel good , it means you must have let go of bad feelings , enabling good feelings to naturally arise ."	1
What you feel inside will match precisely with your experience in the outside world .	1
"Don’t expect people , circumstances , and events to change for you to feel better , because none of them ever will . You’ll never be happy if you wait for the world to change according to your desires . To change how you feel in any given moment is always an inside job ."	0
"You don’t have to make any effort to have positive feelings , all you have to do is let go of bad feelings and then you’ll naturally feel happy and really good ."	1
"Positive feelings are completely effortless because they’re our true nature . We are made of positive feelings ; we are made of joy , happiness , and love ."	1
